Scaffold	start	stop	strand	Protein ID	Blast
Scaffold_2	1688057	1690755	+	ANN04951-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) (Nasonia vitripennis OX%3D7425)
Scaffold_2	1707774	1708784	+	ANN04952-RA	Protein of unknown function
Scaffold_2	1708976	1709812	+	ANN04953-RA	Similar to K02A2.6: Uncharacterized protein K02A2.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_2	1711663	1714796	-	ANN04954-RA	Similar to CAL: Caltractin (Giardia intestinalis OX%3D5741)
Scaffold_2	1725592	1732178	-	ANN04955-RA	Similar to Tekt2: Tektin-2 (Rattus norvegicus OX%3D10116)
Scaffold_2	1808636	1809967	+	ANN04956-RA	Similar to LINE-1 reverse transcriptase homolog (Nycticebus coucang OX%3D9470)
Scaffold_2	1816041	1822014	+	ANN04957-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	1857968	1858762	-	ANN04958-RA	Protein of unknown function
Scaffold_2	1865583	1866068	-	ANN04959-RA	Protein of unknown function
Scaffold_2	1918636	1934674	+	ANN04960-RA	Similar to FNDC3A: Fibronectin type-III domain-containing protein 3a (Gallus gallus OX%3D9031)
Scaffold_2	1945158	1950283	+	ANN04961-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_2	1991608	1998294	-	ANN04962-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	1998341	1999342	-	ANN04963-RA	Protein of unknown function
Scaffold_2	2019928	2026833	+	ANN04964-RA	Similar to Tekt2: Tektin-2 (Rattus norvegicus OX%3D10116)
Scaffold_2	2048513	2052454	+	ANN04965-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	2066363	2071240	+	ANN04966-RA	Protein of unknown function
Scaffold_2	2071541	2093937	+	ANN04967-RA	Similar to Fndc3a: Fibronectin type-III domain-containing protein 3A (Mus musculus OX%3D10090)
Scaffold_2	2105059	2133514	-	ANN04968-RA	Similar to CG17365: Bicaudal D-related protein homolog (Drosophila melanogaster OX%3D7227)
Scaffold_2	2133321	2139090	+	ANN04969-RA	Protein of unknown function
Scaffold_2	2142874	2149568	-	ANN04970-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	2172550	2178718	-	ANN04971-RA	Protein of unknown function
Scaffold_2	2194775	2196443	+	ANN04972-RA	Protein of unknown function
Scaffold_2	2253298	2255001	+	ANN04973-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	2266604	2277242	+	ANN04974-RA	Similar to mTTF: Transcription termination factor%2C mitochondrial (Drosophila melanogaster OX%3D7227)
Scaffold_2	2268527	2272249	-	ANN04975-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_2	2276776	2279809	-	ANN04976-RA	Similar to Retrotransposable element SLACS 132 kDa protein (Trypanosoma brucei gambiense OX%3D31285)
Scaffold_2	2290751	2302495	-	ANN04977-RA	Similar to MKRN2OS: MKRN2 opposite strand protein (Homo sapiens OX%3D9606)
Scaffold_2	2304150	2304529	+	ANN04978-RA	Protein of unknown function
Scaffold_2	2322675	2326942	+	ANN04979-RA	Similar to Transposon TX1 uncharacterized 149 kDa protein (Xenopus laevis OX%3D8355)
Scaffold_2	2344409	2347444	-	ANN04980-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	2425746	2430492	-	ANN04981-RA	Protein of unknown function
Scaffold_2	2439420	2454604	+	ANN04982-RA	Similar to CG17365: Bicaudal D-related protein homolog (Drosophila melanogaster OX%3D7227)
Scaffold_2	2467483	2468724	-	ANN04983-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	2488942	2501885	-	ANN04984-RA	Similar to Fndc3a: Fibronectin type-III domain-containing protein 3A (Mus musculus OX%3D10090)
Scaffold_2	2532462	2533262	-	ANN04985-RA	Protein of unknown function
Scaffold_2	2605046	2610223	+	ANN04986-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	2642463	2654370	-	ANN04987-RA	Similar to Cbr1: Carbonyl reductase [NADPH] 1 (Mus musculus OX%3D10090)
Scaffold_2	2663780	2668189	-	ANN04988-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) (Nasonia vitripennis OX%3D7425)
Scaffold_2	2680327	2685190	-	ANN04989-RA	Similar to GPROR4: Odorant receptor 4 (Aedes aegypti OX%3D7159)
Scaffold_2	2694889	2700450	-	ANN04990-RA	Similar to MKRN2OS: MKRN2 opposite strand protein (Homo sapiens OX%3D9606)
Scaffold_2	2715327	2732955	+	ANN04991-RA	Similar to eys: Protein eyes shut (Drosophila melanogaster OX%3D7227)
Scaffold_2	2728621	2729238	-	ANN04992-RA	Protein of unknown function
Scaffold_2	2738678	2748888	+	ANN04993-RA	Similar to eys: Protein eyes shut (Drosophila melanogaster OX%3D7227)
Scaffold_2	2757592	2758122	+	ANN04994-RA	Protein of unknown function
Scaffold_2	2759571	2764091	-	ANN04995-RA	Similar to svr: Carboxypeptidase D (Drosophila melanogaster OX%3D7227)
Scaffold_2	2764757	2765240	+	ANN04996-RA	Protein of unknown function
Scaffold_2	2766013	2784090	+	ANN04997-RA	Similar to eys: Protein eyes shut (Drosophila melanogaster OX%3D7227)
Scaffold_2	2788476	2788961	+	ANN04998-RA	Protein of unknown function
Scaffold_2	2792264	2795293	+	ANN04999-RA	Similar to TY3B-I: Transposon Ty3-I Gag-Pol polyprotein (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)
Scaffold_2	2821812	2826840	-	ANN05000-RA	Similar to R1A1-element\ORF2: Putative 115 kDa protein in type-1 retrotransposable element R1DM (Drosophila melanogaster OX%3D7227)
Scaffold_2	2827673	2829649	+	ANN05001-RA	Similar to TIGD1: Tigger transposable element-derived protein 1 (Homo sapiens OX%3D9606)
Scaffold_2	2873491	2877136	+	ANN05002-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	2887612	2891215	+	ANN05003-RA	Protein of unknown function
Scaffold_2	2905510	2918878	-	ANN05004-RA	Similar to CBR1: Carbonyl reductase [NADPH] 1 (Sus scrofa OX%3D9823)
Scaffold_2	2921196	2927356	-	ANN05005-RA	Protein of unknown function
Scaffold_2	2938375	2948069	-	ANN05006-RA	Similar to CBR1: Carbonyl reductase [NADPH] 1 (Sus scrofa OX%3D9823)
Scaffold_2	2974333	2987237	-	ANN05007-RA	Protein of unknown function
Scaffold_2	2987116	2990624	+	ANN05008-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) (Popillia japonica OX%3D7064)
Scaffold_2	2991581	3009178	+	ANN05009-RA	Similar to MUSK: Muscle%2C skeletal receptor tyrosine-protein kinase (Homo sapiens OX%3D9606)
Scaffold_2	3013757	3022038	-	ANN05010-RA	Similar to ZNF782: Zinc finger protein 782 (Homo sapiens OX%3D9606)
Scaffold_2	3079052	3082026	-	ANN05011-RA	Similar to LINE-1 reverse transcriptase homolog (Nycticebus coucang OX%3D9470)
Scaffold_2	3089062	3098042	-	ANN05012-RA	Protein of unknown function
Scaffold_2	3117932	3124020	+	ANN05013-RA	Similar to MPPE1: Metallophosphoesterase 1 (Ailuropoda melanoleuca OX%3D9646)
Scaffold_2	3126092	3129652	-	ANN05014-RA	Similar to LRR1: Leucine-rich repeat protein 1 (Homo sapiens OX%3D9606)
Scaffold_2	3132018	3136001	+	ANN05015-RA	Similar to Wee1: Wee1-like protein kinase (Rattus norvegicus OX%3D10116)
Scaffold_2	3139732	3142147	+	ANN05016-RA	Similar to Hmbs: Porphobilinogen deaminase (Rattus norvegicus OX%3D10116)
Scaffold_2	3144917	3151111	-	ANN05017-RA	Similar to tomm20b: Mitochondrial import receptor subunit TOM20 homolog B (Danio rerio OX%3D7955)
Scaffold_2	3159291	3171633	+	ANN05018-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	3173857	3180733	-	ANN05019-RA	Similar to pdxH: Pyridoxine/pyridoxamine 5'-phosphate oxidase (Burkholderia vietnamiensis (strain G4 / LMG 22486) OX%3D269482)
Scaffold_2	3208570	3211598	-	ANN05020-RA	Similar to gatad1: GATA zinc finger domain-containing protein 1 (Xenopus laevis OX%3D8355)
Scaffold_2	3220527	3225364	+	ANN05021-RA	Similar to Agfg1: Arf-GAP domain and FG repeat-containing protein 1 (Mus musculus OX%3D10090)
Scaffold_2	3259238	3259672	+	ANN05022-RA	Similar to Chchd2: Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 (Mus musculus OX%3D10090)
Scaffold_2	3270168	3273210	+	ANN05023-RA	Protein of unknown function
Scaffold_2	3274995	3280172	-	ANN05024-RA	Protein of unknown function
Scaffold_2	3282439	3284623	+	ANN05025-RA	Protein of unknown function
Scaffold_2	3287670	3293229	-	ANN05026-RA	Similar to ACP4: Testicular acid phosphatase (Homo sapiens OX%3D9606)
Scaffold_2	3300124	3314213	-	ANN05027-RA	Protein of unknown function
Scaffold_2	3352619	3357799	-	ANN05028-RA	Protein of unknown function
Scaffold_2	3394292	3396835	-	ANN05029-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	3397076	3397663	-	ANN05030-RA	Protein of unknown function
Scaffold_2	3397696	3398262	-	ANN05031-RA	Protein of unknown function
Scaffold_2	3426405	3443587	-	ANN05032-RA	Similar to PLEKHG1: Pleckstrin homology domain-containing family G member 1 (Homo sapiens OX%3D9606)
Scaffold_2	3506889	3510460	-	ANN05033-RA	Protein of unknown function
Scaffold_2	3524603	3532162	-	ANN05034-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	3555581	3579130	-	ANN05035-RA	Similar to Transposable element Tcb2 transposase (Caenorhabditis briggsae OX%3D6238)
Scaffold_2	3593732	3596939	-	ANN05036-RA	Similar to CPD: Carboxypeptidase D (Fragment) (Lophonetta specularioides OX%3D75873)
Scaffold_2	3611418	3613544	-	ANN05037-RA	Protein of unknown function
Scaffold_2	3637870	3645008	+	ANN05038-RA	Similar to Tf2-9: Transposon Tf2-9 polyprotein (Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX%3D284812)
Scaffold_2	3655884	3660142	-	ANN05039-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	3670553	3674862	+	ANN05040-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	3675832	3679317	-	ANN05041-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_2	3702771	3705000	-	ANN05042-RA	Protein of unknown function
Scaffold_2	3706452	3710119	+	ANN05043-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	3723589	3728567	+	ANN05044-RA	Similar to PPM1L: Protein phosphatase 1L (Homo sapiens OX%3D9606)
Scaffold_2	3739451	3749679	-	ANN05045-RA	Similar to Sep1: Septin-1 (Drosophila melanogaster OX%3D7227)
Scaffold_2	3751468	3754488	+	ANN05046-RA	Similar to Pitrm1: Presequence protease%2C mitochondrial (Mus musculus OX%3D10090)
Scaffold_2	3767493	3783856	+	ANN05047-RA	Similar to SVOP: Synaptic vesicle 2-related protein (Bos taurus OX%3D9913)
Scaffold_2	3773252	3774061	-	ANN05048-RA	Protein of unknown function
Scaffold_2	3788217	3793385	-	ANN05049-RA	Similar to Ufd1-like: Ubiquitin fusion degradation protein 1 homolog (Drosophila melanogaster OX%3D7227)
Scaffold_2	3796416	3810869	+	ANN05050-RA	Similar to CABLES1: CDK5 and ABL1 enzyme substrate 1 (Homo sapiens OX%3D9606)
Scaffold_2	3812069	3814323	+	ANN05051-RA	Similar to CABLES1: CDK5 and ABL1 enzyme substrate 1 (Homo sapiens OX%3D9606)
Scaffold_2	3824349	3825625	-	ANN05052-RA	Similar to kti12: Protein KTI12 homolog (Danio rerio OX%3D7955)
Scaffold_2	3831325	3833292	-	ANN05053-RA	Protein of unknown function
Scaffold_2	3837366	3838433	-	ANN05054-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	3888096	3891092	-	ANN05055-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	3891384	3895557	-	ANN05056-RA	Protein of unknown function
Scaffold_2	3906905	3915846	-	ANN05057-RA	Similar to mbnl2a: Muscleblind-like protein 2a (Takifugu rubripes OX%3D31033)
Scaffold_2	3961171	3976772	-	ANN05058-RA	Protein of unknown function
Scaffold_2	4015035	4018447	-	ANN05059-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	4018454	4022630	-	ANN05060-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_2	4080304	4087619	+	ANN05061-RA	Similar to ZBED9: SCAN domain-containing protein 3 (Homo sapiens OX%3D9606)
Scaffold_2	4177705	4179468	-	ANN05062-RA	Protein of unknown function
Scaffold_2	4181560	4181954	-	ANN05063-RA	Similar to ERCC6: Chimeric ERCC6-PGBD3 protein (Homo sapiens OX%3D9606)
Scaffold_2	4182065	4182453	-	ANN05064-RA	Protein of unknown function
Scaffold_2	4217120	4218196	+	ANN05065-RA	Protein of unknown function
Scaffold_2	4219315	4223585	-	ANN05066-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)
Scaffold_2	4223879	4227468	-	ANN05067-RA	Protein of unknown function
Scaffold_2	4378955	4380439	+	ANN05068-RA	Similar to gag: Nucleic-acid-binding protein from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_2	4384812	4390508	-	ANN05069-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_2	4397836	4400181	+	ANN05070-RA	Similar to Retrotransposable element SLACS 132 kDa protein (Trypanosoma brucei gambiense OX%3D31285)
Scaffold_2	4405293	4410264	-	ANN05071-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	4410303	4411121	-	ANN05072-RA	Protein of unknown function
Scaffold_2	4455297	4456278	-	ANN05073-RA	Similar to MDH2: Malate dehydrogenase%2C mitochondrial (Pongo abelii OX%3D9601)
Scaffold_2	4511643	4518951	-	ANN05074-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_2	4578982	4581021	+	ANN05075-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	4605922	4626741	-	ANN05076-RA	Similar to Tbc1d20: TBC1 domain family member 20 (Mus musculus OX%3D10090)
Scaffold_2	4616463	4620127	+	ANN05077-RA	Protein of unknown function
Scaffold_2	4633688	4648901	-	ANN05078-RA	Similar to CG7456: Conserved oligomeric Golgi complex subunit 4 (Drosophila melanogaster OX%3D7227)
Scaffold_2	4649463	4657533	+	ANN05079-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	4660904	4679351	-	ANN05080-RA	Similar to HADHA: Trifunctional enzyme subunit alpha%2C mitochondrial (Homo sapiens OX%3D9606)
Scaffold_2	4723600	4724283	+	ANN05081-RA	Protein of unknown function
Scaffold_2	4724498	4726426	-	ANN05082-RA	Similar to K02A2.6: Uncharacterized protein K02A2.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_2	4728419	4735310	+	ANN05083-RA	Similar to MROH1: Maestro heat-like repeat-containing protein family member 1 (Homo sapiens OX%3D9606)
Scaffold_2	4736593	4757304	+	ANN05084-RA	Similar to mroh1: Maestro heat-like repeat-containing protein family member 1 (Dictyostelium discoideum OX%3D44689)
Scaffold_2	4760143	4765905	-	ANN05085-RA	Similar to l(2)dtl: Protein lethal(2)denticleless (Drosophila melanogaster OX%3D7227)
Scaffold_2	4784522	4810714	+	ANN05086-RA	Similar to wdhd1: WD repeat and HMG-box DNA-binding protein 1 (Xenopus laevis OX%3D8355)
Scaffold_2	4810937	4815044	+	ANN05087-RA	Protein of unknown function
Scaffold_2	4818686	4832607	-	ANN05088-RA	Similar to Dpp4: Dipeptidyl peptidase 4 (Mus musculus OX%3D10090)
Scaffold_2	4852350	4871915	-	ANN05089-RA	Similar to Dpp10: Inactive dipeptidyl peptidase 10 (Mus musculus OX%3D10090)
Scaffold_2	4926482	4942561	+	ANN05090-RA	Similar to Venom dipeptidyl peptidase 4 (Apis mellifera OX%3D7460)
Scaffold_2	4947816	4949516	-	ANN05091-RA	Protein of unknown function
Scaffold_2	4949626	4952936	-	ANN05092-RA	Protein of unknown function
Scaffold_2	4954289	4958787	-	ANN05093-RA	Similar to Cpm: Carboxypeptidase M (Mus musculus OX%3D10090)
Scaffold_2	4964977	4975116	+	ANN05094-RA	Similar to Cyp4c3: Cytochrome P450 4c3 (Drosophila melanogaster OX%3D7227)
Scaffold_2	4980934	4986139	-	ANN05095-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	5014526	5019832	-	ANN05096-RA	Similar to pol: Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM (Drosophila melanogaster OX%3D7227)
Scaffold_2	5020693	5035234	-	ANN05097-RA	Similar to Nlgn1: Neuroligin-1 (Rattus norvegicus OX%3D10116)
Scaffold_2	5035175	5037974	+	ANN05098-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	5038646	5043134	-	ANN05099-RA	Protein of unknown function
Scaffold_2	5045964	5050934	-	ANN05100-RA	Similar to NLGN4X: Neuroligin-4%2C X-linked (Homo sapiens OX%3D9606)
Scaffold_2	5070343	5082673	-	ANN05101-RA	Similar to NLGN1: Neuroligin-1 (Homo sapiens OX%3D9606)
Scaffold_2	5149096	5163200	+	ANN05102-RA	Protein of unknown function
Scaffold_2	5200974	5206274	-	ANN05103-RA	Protein of unknown function
Scaffold_2	5210017	5225283	+	ANN05104-RA	Protein of unknown function
Scaffold_2	5355572	5357783	+	ANN05105-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_2	5366209	5371446	-	ANN05106-RA	Protein of unknown function
Scaffold_2	5448158	5451080	-	ANN05107-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_2	5454904	5456162	+	ANN05108-RA	Protein of unknown function
Scaffold_2	5471306	5480533	+	ANN05109-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	5535390	5538786	-	ANN05110-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_2	5551202	5562389	+	ANN05111-RA	Similar to ERP44: Endoplasmic reticulum resident protein 44 (Homo sapiens OX%3D9606)
Scaffold_2	5572484	5578460	-	ANN05112-RA	Similar to resilin: Pro-resilin (Drosophila melanogaster OX%3D7227)
Scaffold_2	5602805	5603512	-	ANN05113-RA	Protein of unknown function
Scaffold_2	5641647	5644184	-	ANN05114-RA	Protein of unknown function
Scaffold_2	5644261	5645131	-	ANN05115-RA	Protein of unknown function
Scaffold_2	5646558	5650520	-	ANN05116-RA	Similar to Zcchc2: Zinc finger CCHC domain-containing protein 2 (Mus musculus OX%3D10090)
Scaffold_2	5655946	5676515	-	ANN05117-RA	Similar to slc39a14: Metal cation symporter ZIP14 (Xenopus tropicalis OX%3D8364)
Scaffold_2	5686699	5698055	-	ANN05118-RA	Protein of unknown function
